"","EXPERIMENTAL_UNIT","DDT","plant","INCIDENCIA","SEVERIDAD","planta","TRATAMIENTO"
"2069","3",58,"DDI",1,2,1,"150 % OR"
"2070","3",58,"DDI",1,2,2,"150 % OR"
"2071","3",58,"DDI",1,2,3,"150 % OR"
"2072","3",58,"DDI",1,3,4,"150 % OR"
"2073","3",58,"DDI",1,3,5,"150 % OR"
"2074","3",58,"DDI",1,2,6,"150 % OR"
"2075","3",58,"DDI",1,3,7,"150 % OR"
"2076","3",58,"DDI",1,3,1,"150 % Si"
"2077","3",58,"DDI",1,3,2,"150 % Si"
"2078","3",58,"DDI",1,3,3,"150 % Si"
"2079","3",58,"DDI",1,2,4,"150 % Si"
"2080","3",58,"DDI",1,3,5,"150 % Si"
"2081","3",58,"DDI",1,2,6,"150 % Si"
"2082","3",58,"DDI",1,3,7,"150 % Si"
"2083","3",58,"DDI",1,3,2,"50 % OR"
"2084","3",58,"DDI",1,2,3,"50 % OR"
"2085","3",58,"DDI",1,2,4,"50 % OR"
"2086","3",58,"DDI",1,3,5,"50 % OR"
"2087","3",58,"DDI",1,3,6,"50 % OR"
"2088","3",58,"DDI",1,1,1,"50 % OR"
"2089","3",58,"DDI",1,2,1,"50 % Si"
"2090","3",58,"DDI",1,2,2,"50 % Si"
"2091","3",58,"DDI",1,3,3,"50 % Si"
"2092","3",58,"DDI",1,3,4,"50 % Si"
"2093","3",58,"DDI",1,3,5,"50 % Si"
"2094","3",58,"DDI",1,3,6,"50 % Si"
"2095","3",58,"DDI",1,1,1,"CERO F"
"2096","3",58,"DDI",1,1,2,"CERO F"
"2097","3",58,"DDI",1,1,3,"CERO F"
"2098","3",58,"DDI",1,3,4,"CERO F"
"2099","3",58,"DDI",1,2,5,"CERO F"
"2100","3",58,"DDI",1,2,6,"CERO F"
