"","EXPERIMENTAL_UNIT","DDT","plant","INCIDENCIA","SEVERIDAD","planta","TRATAMIENTO"
"1033","3",33,"DDI",0,0,3,"50 % OR"
"1034","3",33,"DDI",0,0,4,"50 % OR"
"1035","3",33,"DDI",1,1,5,"50 % OR"
"1036","3",33,"DDI",1,2,6,"50 % OR"
"1037","3",33,"DDI",0,0,1,"100 % OR"
"1038","3",33,"DDI",0,0,2,"100 % OR"
"1039","3",33,"DDI",0,0,3,"100 % OR"
"1040","3",33,"DDI",0,0,4,"100 % OR"
"1041","3",33,"DDI",0,0,5,"100 % OR"
"1042","3",33,"DDI",0,0,6,"100 % OR"
"1043","3",33,"DDI",0,0,7,"100 % OR"
"1044","3",33,"DDI",1,2,1,"150 % Si"
"1045","3",33,"DDI",0,0,2,"150 % Si"
"1046","3",33,"DDI",1,3,3,"150 % Si"
"1047","3",33,"DDI",1,1,4,"150 % Si"
"1048","3",33,"DDI",1,3,5,"150 % Si"
"1049","3",33,"DDI",1,1,6,"150 % Si"
"1050","3",33,"DDI",1,3,7,"150 % Si"
"1051","1",37,"DDI",1,3,1,"50 % Si"
"1052","1",37,"DDI",1,2,2,"50 % Si"
"1053","1",37,"DDI",1,1,3,"50 % Si"
"1054","1",37,"DDI",0,0,4,"50 % Si"
"1055","1",37,"DDI",1,1,5,"50 % Si"
"1056","1",37,"DDI",0,0,6,"50 % Si"
"1057","1",37,"DDI",0,0,7,"50 % Si"
"1058","1",37,"DDI",0,0,8,"50 % Si"
"1059","1",37,"DDI",0,0,9,"50 % Si"
"1060","1",37,"DDI",1,1,10,"50 % Si"
"1061","1",37,"DDI",0,0,1,"150 % OR"
"1062","1",37,"DDI",1,3,2,"150 % OR"
"1063","1",37,"DDI",1,3,3,"150 % OR"
"1064","1",37,"DDI",1,1,4,"150 % OR"
"1065","1",37,"DDI",0,0,5,"150 % OR"
"1066","1",37,"DDI",1,1,6,"150 % OR"
"1067","1",37,"DDI",0,0,7,"150 % OR"
"1068","1",37,"DDI",0,0,1,"CERO F"
"1069","1",37,"DDI",0,0,2,"CERO F"
"1070","1",37,"DDI",1,3,3,"CERO F"
"1071","1",37,"DDI",1,1,4,"CERO F"
"1072","1",37,"DDI",0,0,5,"CERO F"
"1073","1",37,"DDI",0,0,6,"CERO F"
"1074","1",37,"DDI",1,1,7,"CERO F"
"1075","1",37,"DDI",0,0,1,"100 % Si"
"1076","1",37,"DDI",1,2,2,"100 % Si"
"1077","1",37,"DDI",1,3,3,"100 % Si"
"1078","1",37,"DDI",0,0,4,"100 % Si"
"1079","1",37,"DDI",0,0,5,"100 % Si"
"1080","1",37,"DDI",1,3,6,"100 % Si"
"1081","1",37,"DDI",1,3,7,"100 % Si"
"1082","1",37,"DDI",0,0,1,"50 % OR"
"1083","1",37,"DDI",0,0,2,"50 % OR"
"1084","1",37,"DDI",1,2,3,"50 % OR"
"1085","1",37,"DDI",0,0,4,"50 % OR"
"1086","1",37,"DDI",0,0,5,"50 % OR"
"1087","1",37,"DDI",0,0,6,"50 % OR"
"1088","1",37,"DDI",1,2,7,"50 % OR"
"1089","1",37,"DDI",1,3,8,"50 % OR"
"1090","1",37,"DDI",1,3,1,"100 % OR"
"1091","1",37,"DDI",0,0,2,"100 % OR"
"1092","1",37,"DDI",0,0,3,"100 % OR"
"1093","1",37,"DDI",1,3,4,"100 % OR"
"1094","1",37,"DDI",1,1,5,"100 % OR"
"1095","1",37,"DDI",1,3,6,"100 % OR"
"1096","1",37,"DDI",0,0,7,"100 % OR"
"1097","1",37,"DDI",1,1,1,"150 % Si"
"1098","1",37,"DDI",1,1,2,"150 % Si"
"1099","1",37,"DDI",0,0,3,"150 % Si"
"1100","1",37,"DDI",1,3,4,"150 % Si"
"1101","1",37,"DDI",1,2,5,"150 % Si"
"1102","1",37,"DDI",1,3,6,"150 % Si"
"1103","1",37,"DDI",1,3,7,"150 % Si"
"1104","2",37,"DDI",0,0,1,"50 % Si"
"1105","2",37,"DDI",1,3,2,"50 % Si"
"1106","2",37,"DDI",0,0,3,"50 % Si"
"1107","2",37,"DDI",1,2,4,"50 % Si"
"1108","2",37,"DDI",1,1,5,"50 % Si"
"1109","2",37,"DDI",1,3,6,"50 % Si"
"1110","2",37,"DDI",0,0,7,"50 % Si"
"1111","2",37,"DDI",1,1,1,"150 % OR"
"1112","2",37,"DDI",1,3,2,"150 % OR"
"1113","2",37,"DDI",1,2,3,"150 % OR"
"1114","2",37,"DDI",1,1,4,"150 % OR"
"1115","2",37,"DDI",1,1,6,"150 % OR"
"1116","2",37,"DDI",1,2,7,"150 % OR"
"1117","2",37,"DDI",0,0,8,"150 % OR"
"1118","2",37,"DDI",1,2,1,"CERO F"
"1119","2",37,"DDI",1,1,2,"CERO F"
"1120","2",37,"DDI",0,0,3,"CERO F"
"1121","2",37,"DDI",1,1,4,"CERO F"
"1122","2",37,"DDI",0,0,5,"CERO F"
"1123","2",37,"DDI",1,1,6,"CERO F"
"1124","2",37,"DDI",0,0,7,"CERO F"
"1125","2",37,"DDI",0,0,1,"100 % Si"
"1126","2",37,"DDI",1,2,2,"100 % Si"
"1127","2",37,"DDI",1,1,3,"100 % Si"
"1128","2",37,"DDI",0,0,4,"100 % Si"
"1129","2",37,"DDI",1,2,5,"100 % Si"
"1130","2",37,"DDI",1,3,6,"100 % Si"
"1131","2",37,"DDI",1,1,7,"100 % Si"
"1132","2",37,"DDI",0,0,1,"50 % OR"
"1133","2",37,"DDI",1,3,2,"50 % OR"
"1134","2",37,"DDI",1,2,3,"50 % OR"
"1135","2",37,"DDI",1,3,4,"50 % OR"
"1136","2",37,"DDI",0,0,5,"50 % OR"
"1137","2",37,"DDI",1,1,6,"50 % OR"
"1138","2",37,"DDI",0,0,7,"50 % OR"
"1139","2",37,"DDI",1,1,8,"50 % OR"
"1140","2",37,"DDI",0,0,9,"50 % OR"
"1141","2",37,"DDI",0,0,1,"100 % OR"
"1142","2",37,"DDI",0,0,2,"100 % OR"
"1143","2",37,"DDI",0,0,3,"100 % OR"
"1144","2",37,"DDI",0,0,4,"100 % OR"
"1145","2",37,"DDI",1,2,5,"100 % OR"
"1146","2",37,"DDI",0,0,6,"100 % OR"
"1147","2",37,"DDI",1,2,7,"100 % OR"
"1148","2",37,"DDI",1,3,1,"150 % Si"
"1149","2",37,"DDI",1,3,2,"150 % Si"
"1150","2",37,"DDI",1,2,3,"150 % Si"
"1151","2",37,"DDI",1,3,4,"150 % Si"
"1152","2",37,"DDI",1,2,5,"150 % Si"
"1153","2",37,"DDI",1,1,6,"150 % Si"
"1154","2",37,"DDI",1,1,7,"150 % Si"
"1155","3",37,"DDI",1,1,1,"50 % Si"
"1156","3",37,"DDI",1,1,2,"50 % Si"
"1157","3",37,"DDI",1,1,3,"50 % Si"
"1158","3",37,"DDI",0,0,4,"50 % Si"
"1159","3",37,"DDI",1,2,5,"50 % Si"
"1160","3",37,"DDI",1,2,6,"50 % Si"
"1161","3",37,"DDI",0,0,1,"150 % OR"
"1162","3",37,"DDI",0,0,2,"150 % OR"
"1163","3",37,"DDI",1,1,3,"150 % OR"
"1164","3",37,"DDI",1,3,4,"150 % OR"
"1165","3",37,"DDI",0,0,5,"150 % OR"
"1166","3",37,"DDI",1,1,6,"150 % OR"
"1167","3",37,"DDI",1,1,7,"150 % OR"
"1168","3",37,"DDI",0,0,1,"CERO F"
"1169","3",37,"DDI",0,0,2,"CERO F"
"1170","3",37,"DDI",0,0,3,"CERO F"
"1171","3",37,"DDI",1,1,4,"CERO F"
"1172","3",37,"DDI",0,0,5,"CERO F"
"1173","3",37,"DDI",0,0,6,"CERO F"
"1174","3",37,"DDI",0,0,1,"100 % Si"
"1175","3",37,"DDI",1,1,2,"100 % Si"
"1176","3",37,"DDI",0,0,3,"100 % Si"
"1177","3",37,"DDI",1,3,4,"100 % Si"
"1178","3",37,"DDI",1,3,5,"100 % Si"
"1179","3",37,"DDI",1,2,6,"100 % Si"
"1180","3",37,"DDI",1,1,7,"100 % Si"
"1181","3",37,"DDI",0,0,1,"50 % OR"
"1182","3",37,"DDI",1,2,2,"50 % OR"
"1183","3",37,"DDI",0,0,3,"50 % OR"
"1184","3",37,"DDI",0,0,4,"50 % OR"
"1185","3",37,"DDI",1,1,5,"50 % OR"
"1186","3",37,"DDI",1,2,6,"50 % OR"
"1187","3",37,"DDI",0,0,1,"100 % OR"
"1188","3",37,"DDI",0,0,2,"100 % OR"
"1189","3",37,"DDI",1,1,3,"100 % OR"
"1190","3",37,"DDI",0,0,4,"100 % OR"
"1191","3",37,"DDI",0,0,5,"100 % OR"
"1192","3",37,"DDI",0,0,6,"100 % OR"
"1193","3",37,"DDI",0,0,7,"100 % OR"
"1194","3",37,"DDI",1,3,1,"150 % Si"
"1195","3",37,"DDI",0,0,2,"150 % Si"
"1196","3",37,"DDI",1,3,3,"150 % Si"
"1197","3",37,"DDI",1,1,4,"150 % Si"
"1198","3",37,"DDI",1,3,5,"150 % Si"
"1199","3",37,"DDI",1,2,6,"150 % Si"
"1200","3",37,"DDI",1,3,7,"150 % Si"
"1201","1",40,"DDI",1,3,1,"50 % Si"
"1202","1",40,"DDI",1,2,2,"50 % Si"
"1203","1",40,"DDI",1,1,3,"50 % Si"
"1204","1",40,"DDI",0,0,4,"50 % Si"
"1205","1",40,"DDI",1,1,5,"50 % Si"
"1206","1",40,"DDI",0,0,6,"50 % Si"
"1207","1",40,"DDI",0,0,7,"50 % Si"
"1208","1",40,"DDI",1,1,8,"50 % Si"
"1209","1",40,"DDI",0,0,9,"50 % Si"
"1210","1",40,"DDI",1,1,10,"50 % Si"
"1211","1",40,"DDI",0,0,1,"150 % OR"
"1212","1",40,"DDI",1,3,2,"150 % OR"
"1213","1",40,"DDI",1,3,3,"150 % OR"
"1214","1",40,"DDI",1,1,4,"150 % OR"
"1215","1",40,"DDI",1,1,5,"150 % OR"
"1216","1",40,"DDI",1,2,6,"150 % OR"
"1217","1",40,"DDI",0,0,7,"150 % OR"
"1218","1",40,"DDI",0,0,1,"CERO F"
"1219","1",40,"DDI",1,1,2,"CERO F"
"1220","1",40,"DDI",1,3,3,"CERO F"
"1221","1",40,"DDI",1,1,4,"CERO F"
"1222","1",40,"DDI",0,0,5,"CERO F"
"1223","1",40,"DDI",0,0,6,"CERO F"
"1224","1",40,"DDI",1,1,7,"CERO F"
"1225","1",40,"DDI",1,2,1,"100 % Si"
"1226","1",40,"DDI",1,2,2,"100 % Si"
"1227","1",40,"DDI",1,3,3,"100 % Si"
"1228","1",40,"DDI",0,0,4,"100 % Si"
"1229","1",40,"DDI",0,0,5,"100 % Si"
"1230","1",40,"DDI",1,3,6,"100 % Si"
"1231","1",40,"DDI",1,3,7,"100 % Si"
"1232","1",40,"DDI",0,0,1,"50 % OR"
"1233","1",40,"DDI",0,0,2,"50 % OR"
"1234","1",40,"DDI",1,2,3,"50 % OR"
"1235","1",40,"DDI",1,1,4,"50 % OR"
"1236","1",40,"DDI",0,0,5,"50 % OR"
"1237","1",40,"DDI",0,0,6,"50 % OR"
"1238","1",40,"DDI",1,2,7,"50 % OR"
"1239","1",40,"DDI",1,3,8,"50 % OR"
"1240","1",40,"DDI",1,3,1,"100 % OR"
"1241","1",40,"DDI",0,0,2,"100 % OR"
"1242","1",40,"DDI",1,1,3,"100 % OR"
"1243","1",40,"DDI",1,3,4,"100 % OR"
"1244","1",40,"DDI",1,2,5,"100 % OR"
"1245","1",40,"DDI",1,3,6,"100 % OR"
"1246","1",40,"DDI",0,0,7,"100 % OR"
"1247","1",40,"DDI",1,1,1,"150 % Si"
"1248","1",40,"DDI",1,1,2,"150 % Si"
"1249","1",40,"DDI",0,0,3,"150 % Si"
"1250","1",40,"DDI",1,3,4,"150 % Si"
"1251","1",40,"DDI",1,2,5,"150 % Si"
"1252","1",40,"DDI",1,3,6,"150 % Si"
"1253","1",40,"DDI",1,3,7,"150 % Si"
"1254","2",40,"DDI",0,0,1,"50 % Si"
"1255","2",40,"DDI",1,3,2,"50 % Si"
"1256","2",40,"DDI",0,0,3,"50 % Si"
"1257","2",40,"DDI",1,3,4,"50 % Si"
"1258","2",40,"DDI",1,1,5,"50 % Si"
"1259","2",40,"DDI",1,3,6,"50 % Si"
"1260","2",40,"DDI",1,1,7,"50 % Si"
"1261","2",40,"DDI",1,1,1,"150 % OR"
"1262","2",40,"DDI",1,3,2,"150 % OR"
"1263","2",40,"DDI",1,2,3,"150 % OR"
"1264","2",40,"DDI",1,1,4,"150 % OR"
"1265","2",40,"DDI",1,1,5,"150 % OR"
"1266","2",40,"DDI",1,3,6,"150 % OR"
"1267","2",40,"DDI",0,0,7,"150 % OR"
"1268","2",40,"DDI",1,2,1,"CERO F"
"1269","2",40,"DDI",1,2,2,"CERO F"
"1270","2",40,"DDI",0,0,3,"CERO F"
"1271","2",40,"DDI",1,1,4,"CERO F"
"1272","2",40,"DDI",1,1,5,"CERO F"
"1273","2",40,"DDI",1,2,6,"CERO F"
"1274","2",40,"DDI",0,0,7,"CERO F"
"1275","2",40,"DDI",0,0,1,"100 % Si"
"1276","2",40,"DDI",1,2,2,"100 % Si"
"1277","2",40,"DDI",1,1,3,"100 % Si"
"1278","2",40,"DDI",1,1,4,"100 % Si"
"1279","2",40,"DDI",1,3,5,"100 % Si"
"1280","2",40,"DDI",1,3,6,"100 % Si"
"1281","2",40,"DDI",1,1,7,"100 % Si"
"1282","2",40,"DDI",0,0,1,"50 % OR"
"1283","2",40,"DDI",1,3,2,"50 % OR"
"1284","2",40,"DDI",1,2,3,"50 % OR"
"1285","2",40,"DDI",1,3,4,"50 % OR"
"1286","2",40,"DDI",0,0,5,"50 % OR"
"1287","2",40,"DDI",1,2,6,"50 % OR"
"1288","2",40,"DDI",1,1,7,"50 % OR"
"1289","2",40,"DDI",1,2,8,"50 % OR"
"1290","2",40,"DDI",0,0,9,"50 % OR"
"1291","2",40,"DDI",0,0,1,"100 % OR"
"1292","2",40,"DDI",0,0,2,"100 % OR"
"1293","2",40,"DDI",0,0,3,"100 % OR"
"1294","2",40,"DDI",0,0,4,"100 % OR"
"1295","2",40,"DDI",1,3,5,"100 % OR"
"1296","2",40,"DDI",0,0,6,"100 % OR"
"1297","2",40,"DDI",1,3,7,"100 % OR"
"1298","2",40,"DDI",1,3,1,"150 % Si"
"1299","2",40,"DDI",1,3,2,"150 % Si"
"1300","2",40,"DDI",1,3,3,"150 % Si"
"1301","2",40,"DDI",1,3,4,"150 % Si"
"1302","2",40,"DDI",1,2,5,"150 % Si"
"1303","2",40,"DDI",1,2,6,"150 % Si"
"1304","2",40,"DDI",1,1,7,"150 % Si"
"1305","3",40,"DDI",1,1,1,"50 % Si"
"1306","3",40,"DDI",1,1,2,"50 % Si"
"1307","3",40,"DDI",1,2,3,"50 % Si"
"1308","3",40,"DDI",1,1,4,"50 % Si"
"1309","3",40,"DDI",1,3,5,"50 % Si"
"1310","3",40,"DDI",1,2,6,"50 % Si"
"1311","3",40,"DDI",0,0,1,"150 % OR"
"1312","3",40,"DDI",0,0,2,"150 % OR"
"1313","3",40,"DDI",1,1,3,"150 % OR"
"1314","3",40,"DDI",1,3,4,"150 % OR"
"1315","3",40,"DDI",0,0,5,"150 % OR"
"1316","3",40,"DDI",1,1,6,"150 % OR"
"1317","3",40,"DDI",1,1,7,"150 % OR"
"1318","3",40,"DDI",0,0,1,"CERO F"
"1319","3",40,"DDI",0,0,2,"CERO F"
"1320","3",40,"DDI",1,1,3,"CERO F"
"1321","3",40,"DDI",1,1,4,"CERO F"
"1322","3",40,"DDI",0,0,5,"CERO F"
"1323","3",40,"DDI",0,0,6,"CERO F"
"1324","3",40,"DDI",0,0,1,"100 % Si"
"1325","3",40,"DDI",1,1,2,"100 % Si"
"1326","3",40,"DDI",0,0,3,"100 % Si"
"1327","3",40,"DDI",1,3,4,"100 % Si"
"1328","3",40,"DDI",1,3,5,"100 % Si"
"1329","3",40,"DDI",1,3,6,"100 % Si"
"1330","3",40,"DDI",1,1,7,"100 % Si"
"1331","3",40,"DDI",0,0,1,"50 % OR"
"1332","3",40,"DDI",1,2,2,"50 % OR"
"1333","3",40,"DDI",1,1,3,"50 % OR"
"1334","3",40,"DDI",1,1,4,"50 % OR"
"1335","3",40,"DDI",1,1,5,"50 % OR"
"1336","3",40,"DDI",1,2,6,"50 % OR"
"1337","3",40,"DDI",1,1,1,"100 % OR"
"1338","3",40,"DDI",1,1,2,"100 % OR"
"1339","3",40,"DDI",1,1,3,"100 % OR"
"1340","3",40,"DDI",0,0,4,"100 % OR"
"1341","3",40,"DDI",0,0,5,"100 % OR"
"1342","3",40,"DDI",0,0,6,"100 % OR"
"1343","3",40,"DDI",0,0,7,"100 % OR"
"1344","3",40,"DDI",1,3,1,"150 % Si"
"1345","3",40,"DDI",0,0,2,"150 % Si"
"1346","3",40,"DDI",1,3,3,"150 % Si"
"1347","3",40,"DDI",1,2,4,"150 % Si"
"1348","3",40,"DDI",1,3,5,"150 % Si"
"1349","3",40,"DDI",1,2,6,"150 % Si"
"1350","3",40,"DDI",1,3,7,"150 % Si"
"1351","1",44,"DDI",1,3,1,"50 % Si"
"1352","1",44,"DDI",1,3,2,"50 % Si"
"1353","1",44,"DDI",1,2,3,"50 % Si"
"1354","1",44,"DDI",0,0,4,"50 % Si"
"1355","1",44,"DDI",1,1,5,"50 % Si"
"1356","1",44,"DDI",0,0,6,"50 % Si"
"1357","1",44,"DDI",1,1,7,"50 % Si"
"1358","1",44,"DDI",1,1,8,"50 % Si"
"1359","1",44,"DDI",0,0,9,"50 % Si"
"1360","1",44,"DDI",1,2,10,"50 % Si"
"1361","1",44,"DDI",1,1,1,"150 % OR"
"1362","1",44,"DDI",1,3,2,"150 % OR"
"1363","1",44,"DDI",1,3,3,"150 % OR"
"1364","1",44,"DDI",1,1,4,"150 % OR"
"1365","1",44,"DDI",1,2,5,"150 % OR"
"1366","1",44,"DDI",1,2,6,"150 % OR"
"1367","1",44,"DDI",0,0,7,"150 % OR"
"1368","1",44,"DDI",0,0,1,"CERO F"
"1369","1",44,"DDI",1,1,2,"CERO F"
"1370","1",44,"DDI",1,3,3,"CERO F"
"1371","1",44,"DDI",1,1,4,"CERO F"
"1372","1",44,"DDI",0,0,5,"CERO F"
"1373","1",44,"DDI",1,1,6,"CERO F"
"1374","1",44,"DDI",1,1,7,"CERO F"
"1375","1",44,"DDI",1,3,1,"100 % Si"
"1376","1",44,"DDI",1,2,2,"100 % Si"
"1377","1",44,"DDI",1,3,3,"100 % Si"
"1378","1",44,"DDI",1,1,4,"100 % Si"
"1379","1",44,"DDI",1,1,5,"100 % Si"
"1380","1",44,"DDI",1,3,6,"100 % Si"
"1381","1",44,"DDI",1,3,7,"100 % Si"
"1382","1",44,"DDI",1,1,1,"50 % OR"
"1383","1",44,"DDI",0,0,2,"50 % OR"
"1384","1",44,"DDI",1,2,3,"50 % OR"
"1385","1",44,"DDI",1,2,4,"50 % OR"
"1386","1",44,"DDI",0,0,5,"50 % OR"
"1387","1",44,"DDI",0,0,6,"50 % OR"
"1388","1",44,"DDI",1,2,7,"50 % OR"
"1389","1",44,"DDI",1,3,8,"50 % OR"
"1390","1",44,"DDI",1,3,1,"100 % OR"
"1391","1",44,"DDI",1,2,2,"100 % OR"
"1392","1",44,"DDI",1,1,3,"100 % OR"
"1393","1",44,"DDI",1,3,4,"100 % OR"
"1394","1",44,"DDI",1,2,5,"100 % OR"
"1395","1",44,"DDI",1,3,6,"100 % OR"
"1396","1",44,"DDI",0,0,7,"100 % OR"
"1397","1",44,"DDI",1,2,1,"150 % Si"
"1398","1",44,"DDI",1,1,2,"150 % Si"
"1399","1",44,"DDI",0,0,3,"150 % Si"
"1400","1",44,"DDI",1,3,4,"150 % Si"
"1401","1",44,"DDI",1,2,5,"150 % Si"
"1402","1",44,"DDI",1,3,6,"150 % Si"
"1403","1",44,"DDI",1,3,7,"150 % Si"
"1404","2",44,"DDI",0,0,1,"50 % Si"
"1405","2",44,"DDI",1,3,2,"50 % Si"
"1406","2",44,"DDI",0,0,3,"50 % Si"
"1407","2",44,"DDI",1,3,4,"50 % Si"
"1408","2",44,"DDI",1,2,5,"50 % Si"
"1409","2",44,"DDI",1,3,6,"50 % Si"
"1410","2",44,"DDI",1,1,7,"50 % Si"
"1411","2",44,"DDI",1,1,1,"150 % OR"
"1412","2",44,"DDI",1,3,2,"150 % OR"
"1413","2",44,"DDI",1,2,3,"150 % OR"
"1414","2",44,"DDI",1,1,4,"150 % OR"
"1415","2",44,"DDI",1,1,5,"150 % OR"
"1416","2",44,"DDI",1,3,6,"150 % OR"
"1417","2",44,"DDI",0,0,7,"150 % OR"
"1418","2",44,"DDI",1,2,1,"CERO F"
"1419","2",44,"DDI",1,2,2,"CERO F"
"1420","2",44,"DDI",1,1,3,"CERO F"
"1421","2",44,"DDI",1,1,4,"CERO F"
"1422","2",44,"DDI",1,1,5,"CERO F"
"1423","2",44,"DDI",1,2,6,"CERO F"
"1424","2",44,"DDI",0,0,7,"CERO F"
"1425","2",44,"DDI",0,0,1,"100 % Si"
"1426","2",44,"DDI",1,2,2,"100 % Si"
"1427","2",44,"DDI",1,1,3,"100 % Si"
"1428","2",44,"DDI",1,1,4,"100 % Si"
"1429","2",44,"DDI",1,3,5,"100 % Si"
"1430","2",44,"DDI",1,3,6,"100 % Si"
"1431","2",44,"DDI",1,1,7,"100 % Si"
"1432","2",44,"DDI",1,1,1,"50 % OR"
"1433","2",44,"DDI",1,3,2,"50 % OR"
"1434","2",44,"DDI",1,2,3,"50 % OR"
"1435","2",44,"DDI",1,3,4,"50 % OR"
"1436","2",44,"DDI",0,0,5,"50 % OR"
"1437","2",44,"DDI",1,2,6,"50 % OR"
"1438","2",44,"DDI",1,1,7,"50 % OR"
"1439","2",44,"DDI",1,2,8,"50 % OR"
"1440","2",44,"DDI",0,0,9,"50 % OR"
"1441","2",44,"DDI",1,1,1,"100 % OR"
"1442","2",44,"DDI",0,0,2,"100 % OR"
"1443","2",44,"DDI",0,0,3,"100 % OR"
"1444","2",44,"DDI",1,1,4,"100 % OR"
"1445","2",44,"DDI",1,3,5,"100 % OR"
"1446","2",44,"DDI",0,0,6,"100 % OR"
"1447","2",44,"DDI",1,3,7,"100 % OR"
"1448","2",44,"DDI",1,3,1,"150 % Si"
"1449","2",44,"DDI",1,3,2,"150 % Si"
"1450","2",44,"DDI",1,3,3,"150 % Si"
"1451","2",44,"DDI",1,3,4,"150 % Si"
"1452","2",44,"DDI",1,2,5,"150 % Si"
"1453","2",44,"DDI",1,3,6,"150 % Si"
"1454","2",44,"DDI",1,1,7,"150 % Si"
"1455","3",44,"DDI",1,1,1,"50 % Si"
"1456","3",44,"DDI",1,1,2,"50 % Si"
"1457","3",44,"DDI",1,2,3,"50 % Si"
"1458","3",44,"DDI",1,2,4,"50 % Si"
"1459","3",44,"DDI",1,3,5,"50 % Si"
"1460","3",44,"DDI",1,2,6,"50 % Si"
"1461","3",44,"DDI",0,0,1,"150 % OR"
"1462","3",44,"DDI",0,0,2,"150 % OR"
"1463","3",44,"DDI",1,1,3,"150 % OR"
"1464","3",44,"DDI",1,3,4,"150 % OR"
"1465","3",44,"DDI",0,0,5,"150 % OR"
"1466","3",44,"DDI",1,1,6,"150 % OR"
"1467","3",44,"DDI",1,2,7,"150 % OR"
"1468","3",44,"DDI",0,0,1,"CERO F"
"1469","3",44,"DDI",1,1,2,"CERO F"
"1470","3",44,"DDI",1,1,3,"CERO F"
"1471","3",44,"DDI",1,1,4,"CERO F"
"1472","3",44,"DDI",1,1,5,"CERO F"
"1473","3",44,"DDI",0,0,6,"CERO F"
"1474","3",44,"DDI",0,0,1,"100 % Si"
"1475","3",44,"DDI",1,1,2,"100 % Si"
"1476","3",44,"DDI",1,1,3,"100 % Si"
"1477","3",44,"DDI",1,3,4,"100 % Si"
"1478","3",44,"DDI",1,3,5,"100 % Si"
"1479","3",44,"DDI",1,3,6,"100 % Si"
"1480","3",44,"DDI",1,2,7,"100 % Si"
"1481","3",44,"DDI",0,0,1,"50 % OR"
"1482","3",44,"DDI",1,2,2,"50 % OR"
"1483","3",44,"DDI",1,1,3,"50 % OR"
"1484","3",44,"DDI",1,1,4,"50 % OR"
"1485","3",44,"DDI",1,2,5,"50 % OR"
"1486","3",44,"DDI",1,3,6,"50 % OR"
"1487","3",44,"DDI",1,1,1,"100 % OR"
"1488","3",44,"DDI",1,1,2,"100 % OR"
"1489","3",44,"DDI",1,1,3,"100 % OR"
"1490","3",44,"DDI",0,0,4,"100 % OR"
"1491","3",44,"DDI",0,0,5,"100 % OR"
"1492","3",44,"DDI",0,0,6,"100 % OR"
"1493","3",44,"DDI",0,0,7,"100 % OR"
"1494","3",44,"DDI",1,3,1,"150 % Si"
"1495","3",44,"DDI",1,1,2,"150 % Si"
"1496","3",44,"DDI",1,3,3,"150 % Si"
"1497","3",44,"DDI",1,2,4,"150 % Si"
"1498","3",44,"DDI",1,3,5,"150 % Si"
"1499","3",44,"DDI",1,2,6,"150 % Si"
"1500","3",44,"DDI",1,3,7,"150 % Si"
"1501","1",48,"DDI",1,3,1,"50 % Si"
"1502","1",48,"DDI",1,3,2,"50 % Si"
"1503","1",48,"DDI",1,2,3,"50 % Si"
"1504","1",48,"DDI",0,0,4,"50 % Si"
"1505","1",48,"DDI",1,2,5,"50 % Si"
"1506","1",48,"DDI",1,1,6,"50 % Si"
"1507","1",48,"DDI",1,1,7,"50 % Si"
"1508","1",48,"DDI",1,1,8,"50 % Si"
"1509","1",48,"DDI",0,0,9,"50 % Si"
"1510","1",48,"DDI",1,2,10,"50 % Si"
"1511","1",48,"DDI",1,2,1,"150 % OR"
"1512","1",48,"DDI",1,3,2,"150 % OR"
"1513","1",48,"DDI",1,3,3,"150 % OR"
"1514","1",48,"DDI",1,1,4,"150 % OR"
"1515","1",48,"DDI",1,3,5,"150 % OR"
"1516","1",48,"DDI",1,2,6,"150 % OR"
"1517","1",48,"DDI",0,0,7,"150 % OR"
"1518","1",48,"DDI",0,0,1,"CERO F"
"1519","1",48,"DDI",1,2,2,"CERO F"
"1520","1",48,"DDI",1,3,3,"CERO F"
"1521","1",48,"DDI",1,1,4,"CERO F"
"1522","1",48,"DDI",1,1,5,"CERO F"
"1523","1",48,"DDI",1,1,6,"CERO F"
"1524","1",48,"DDI",1,1,7,"CERO F"
"1525","1",48,"DDI",1,3,1,"100 % Si"
"1526","1",48,"DDI",1,3,2,"100 % Si"
"1527","1",48,"DDI",1,3,3,"100 % Si"
"1528","1",48,"DDI",1,2,4,"100 % Si"
"1529","1",48,"DDI",1,1,5,"100 % Si"
"1530","1",48,"DDI",1,3,6,"100 % Si"
"1531","1",48,"DDI",1,3,7,"100 % Si"
"1532","1",48,"DDI",1,1,1,"50 % OR"
"1533","1",48,"DDI",1,1,2,"50 % OR"
"1534","1",48,"DDI",1,3,3,"50 % OR"
"1535","1",48,"DDI",1,2,4,"50 % OR"
"1536","1",48,"DDI",1,1,5,"50 % OR"
"1537","1",48,"DDI",1,1,6,"50 % OR"
"1538","1",48,"DDI",1,2,7,"50 % OR"
"1539","1",48,"DDI",1,3,8,"50 % OR"
"1540","1",48,"DDI",1,3,1,"100 % OR"
"1541","1",48,"DDI",1,3,2,"100 % OR"
"1542","1",48,"DDI",1,2,3,"100 % OR"
"1543","1",48,"DDI",1,3,4,"100 % OR"
"1544","1",48,"DDI",1,3,5,"100 % OR"
"1545","1",48,"DDI",1,3,6,"100 % OR"
"1546","1",48,"DDI",0,0,7,"100 % OR"
"1547","1",48,"DDI",1,3,1,"150 % Si"
"1548","1",48,"DDI",1,1,2,"150 % Si"
"1549","1",48,"DDI",0,0,3,"150 % Si"
"1550","1",48,"DDI",1,3,4,"150 % Si"
