DDT,BLOQUE,TRATAMIENTO,INCIDENCIA,SEVERIDAD,n
40,1,100 % Si,0.7142857142857143,128.57142857142858,7
40,1,150 % OR,0.7142857142857143,114.28571428571428,7
40,1,150 % Si,0.8571428571428571,128.57142857142858,7
40,1,50 % OR,0.5,91.66666666666666,8
40,1,50 % Si,0.6,76.66666666666667,10
40,1,CERO F,0.5714285714285714,95.23809523809523,7
40,2,100 % OR,0.2857142857142857,95.23809523809523,7
40,2,100 % Si,0.8571428571428571,119.04761904761905,7
40,2,150 % OR,0.8571428571428571,119.04761904761905,7
40,2,150 % Si,1.0,147.61904761904762,7
40,2,50 % OR,0.6666666666666666,100.0,9
40,2,50 % Si,0.7142857142857143,119.04761904761905,7
40,2,CERO F,0.7142857142857143,104.76190476190477,7
40,3,100 % OR,0.42857142857142855,80.95238095238095,7
40,3,100 % Si,0.7142857142857143,119.04761904761905,7
40,3,150 % OR,0.5714285714285714,95.23809523809523,7
40,3,150 % Si,0.8571428571428571,142.85714285714286,7
40,3,50 % OR,0.8333333333333334,116.66666666666667,6
40,3,50 % Si,1.0,133.33333333333331,6
40,3,CERO F,0.3333333333333333,88.88888888888889,6
44,1,100 % OR,0.8571428571428571,133.33333333333331,7
44,1,100 % Si,1.0,142.85714285714286,7
44,1,150 % OR,0.8571428571428571,123.80952380952381,7
44,1,150 % Si,0.8571428571428571,133.33333333333331,7
44,1,50 % OR,0.625,100.0,8
44,1,50 % Si,0.7,90.0,10
44,1,CERO F,0.7142857142857143,100.0,7
44,2,100 % OR,0.5714285714285714,104.76190476190477,7
44,2,100 % Si,0.8571428571428571,119.04761904761905,7
44,2,150 % OR,0.8571428571428571,119.04761904761905,7
44,2,150 % Si,1.0,152.38095238095238,7
44,2,50 % OR,0.7777777777777778,103.7037037037037,9
44,2,50 % Si,0.7142857142857143,123.80952380952381,7
44,2,CERO F,0.8571428571428571,109.52380952380953,7
44,3,100 % OR,0.42857142857142855,80.95238095238095,7
44,3,100 % Si,0.8571428571428571,128.57142857142858,7
44,3,150 % OR,0.5714285714285714,100.0,7
44,3,150 % Si,1.0,147.61904761904762,7
44,3,50 % OR,0.8333333333333334,127.77777777777777,6
44,3,50 % Si,1.0,138.88888888888889,6
44,3,CERO F,0.6666666666666666,100.0,6
48,1,100 % OR,0.8571428571428571,147.61904761904762,7
48,1,100 % Si,1.0,152.38095238095238,7
48,1,150 % OR,0.8571428571428571,133.33333333333331,7
48,1,150 % Si,0.8571428571428571,142.85714285714286,7
48,1,50 % OR,1.0,116.66666666666667,8
48,1,50 % Si,0.8,96.66666666666667,10
48,1,CERO F,0.8571428571428571,109.52380952380953,7
48,2,100 % OR,0.5714285714285714,104.76190476190477,7
48,2,100 % Si,0.8571428571428571,123.80952380952381,7
48,2,150 % OR,0.8571428571428571,119.04761904761905,7
48,2,150 % Si,1.0,152.38095238095238,7
48,2,50 % OR,0.7777777777777778,103.7037037037037,9
48,2,50 % Si,0.7142857142857143,123.80952380952381,7
48,2,CERO F,0.8571428571428571,119.04761904761905,7
48,3,100 % OR,0.7142857142857143,90.47619047619048,7
48,3,100 % Si,1.0,133.33333333333331,7
48,3,150 % OR,0.5714285714285714,104.76190476190477,7
48,3,150 % Si,1.0,152.38095238095238,7
48,3,50 % OR,0.8333333333333334,133.33333333333331,6
48,3,50 % Si,1.0,138.88888888888889,6
48,3,CERO F,0.6666666666666666,105.55555555555556,6
51,1,100 % OR,0.8571428571428571,147.61904761904762,7
51,1,100 % Si,1.0,157.14285714285714,7
51,1,150 % OR,0.8571428571428571,138.0952380952381,7
51,1,150 % Si,0.8571428571428571,147.61904761904762,7
51,1,50 % OR,1.0,129.16666666666669,8
51,1,50 % Si,0.9,103.33333333333334,10
51,1,CERO F,0.8571428571428571,119.04761904761905,7
51,2,100 % OR,0.7142857142857143,109.52380952380953,7
51,2,100 % Si,1.0,128.57142857142858,7
51,2,150 % OR,1.0,128.57142857142858,7
51,2,150 % Si,1.0,152.38095238095238,7
51,2,50 % OR,0.8888888888888888,118.5185185185185,9
51,2,50 % Si,0.7142857142857143,123.80952380952381,7
51,2,CERO F,0.8571428571428571,119.04761904761905,7
51,3,100 % OR,0.8571428571428571,114.28571428571428,7
51,3,100 % Si,1.0,138.0952380952381,7
51,3,150 % OR,0.8571428571428571,119.04761904761905,7
51,3,150 % Si,1.0,157.14285714285714,7
51,3,50 % OR,1.0,144.44444444444443,6
51,3,50 % Si,1.0,138.88888888888889,6
51,3,CERO F,0.8333333333333334,116.66666666666667,6
55,1,100 % OR,1.0,152.38095238095238,7
55,1,100 % Si,1.0,161.9047619047619,7
55,1,150 % OR,0.8571428571428571,147.61904761904762,7
55,1,150 % Si,0.8571428571428571,147.61904761904762,7
55,1,50 % OR,1.0,137.5,8
55,1,50 % Si,0.9,106.66666666666667,10
55,1,CERO F,1.0,133.33333333333331,7
55,2,100 % OR,0.8571428571428571,123.80952380952381,7
55,2,100 % Si,1.0,138.0952380952381,7
55,2,150 % OR,1.0,138.0952380952381,7
55,2,150 % Si,1.0,157.14285714285714,7
55,2,50 % OR,0.8888888888888888,122.22222222222223,9
55,2,50 % Si,1.0,138.0952380952381,7
55,2,CERO F,0.8571428571428571,123.80952380952381,7
55,3,100 % OR,1.0,133.33333333333331,7
55,3,100 % Si,1.0,147.61904761904762,7
55,3,150 % OR,1.0,133.33333333333331,7
55,3,150 % Si,1.0,157.14285714285714,7
55,3,50 % OR,1.0,150.0,6
55,3,50 % Si,1.0,144.44444444444443,6
55,3,CERO F,1.0,127.77777777777777,6
58,1,100 % OR,1.0,157.14285714285714,7
58,1,100 % Si,1.0,166.66666666666669,7
58,1,150 % OR,1.0,152.38095238095238,7
58,1,150 % Si,1.0,152.38095238095238,7
58,1,50 % OR,1.0,145.83333333333331,8
58,1,50 % Si,0.9,113.33333333333333,10
58,1,CERO F,1.0,147.61904761904762,7
58,2,100 % OR,0.8571428571428571,128.57142857142858,7
58,2,100 % Si,1.0,152.38095238095238,7
58,2,150 % OR,1.0,142.85714285714286,7
58,2,150 % Si,1.0,157.14285714285714,7
58,2,50 % OR,1.0,129.62962962962962,9
58,2,50 % Si,1.0,138.0952380952381,7
58,2,CERO F,1.0,133.33333333333331,7
58,3,100 % OR,1.0,138.0952380952381,7
58,3,100 % Si,1.0,152.38095238095238,7
58,3,150 % OR,1.0,147.61904761904762,7
58,3,150 % Si,1.0,157.14285714285714,7
58,3,50 % OR,1.0,155.55555555555557,6
58,3,50 % Si,1.0,166.66666666666669,6
58,3,CERO F,1.0,133.33333333333331,6
